time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-29T04:47:47.870Z,44.9442,100.4736,15.02,4.5,mb,,161,5.013,0.54,us,us20007dh7,2016-12-14T03:17:56.040Z,"23km NNE of Orgon, Mongolia",earthquake,11.4,6.6,0.156,12,reviewed,us,us
2016-09-20T07:18:14.500Z,49.9969,88.1206,15.89,4.8,mb,,47,4.452,1.32,us,us10006r07,2016-12-12T23:01:32.040Z,"20km SW of Chaganuzun, Russia",earthquake,8,4.4,0.069,65,reviewed,us,us
2016-09-14T09:32:36.600Z,46.0941,93.7733,16.11,4.9,mb,,39,7.963,0.92,us,us10006pg4,2016-12-07T02:56:15.040Z,"25km SSW of Dzuyl, Mongolia",earthquake,6.3,3.5,0.041,183,reviewed,us,us
2016-08-20T10:27:30.700Z,43.1764,91.0052,10,4.1,mb,,76,7.158,0.67,us,us10006fdx,2016-11-19T04:58:32.040Z,"152km E of Turpan, China",earthquake,5.5,2,0.15,12,reviewed,us,us
2016-08-15T23:59:51.510Z,43.6846,89.4285,22.01,4.1,mb,,300,5.921,0.86,us,us10006f34,2016-11-15T02:21:50.040Z,"86km NNE of Turpan, China",earthquake,9.2,10,0.26,4,reviewed,us,us
2016-07-29T17:50:44.470Z,42.1796,112.3415,29.27,4.1,mb,,62,3.608,0.97,us,us100069rf,2016-10-19T04:51:41.040Z,"66km SSW of Saihan Tal, China",earthquake,5.8,5.9,0.12,19,reviewed,us,us
2016-07-20T01:41:26.140Z,41.2667,88.4802,32.51,4.5,mb,,98,7.099,0.72,us,us20006g0y,2016-09-17T01:27:51.040Z,"181km ESE of Yanqi, China",earthquake,4.7,6.9,0.127,18,reviewed,us,us
2016-07-13T06:45:47.880Z,49.9906,89.6987,10,4.8,mb,,62,4.98,1.23,us,us1000636v,2016-09-08T01:50:30.040Z,"14km WSW of Kyzyl-Khaya, Russia",earthquake,7.2,1.6,0.043,171,reviewed,us,us
2016-06-29T11:46:40.700Z,51.881,95.847,10,4.4,mb,,66,6.983,1.19,us,us200067xy,2016-08-31T03:08:22.040Z,"45km NNE of Saryg-Sep, Russia",earthquake,5.1,1.9,0.098,30,reviewed,us,us
2016-06-20T13:20:39.470Z,51.4752,90.0872,15.15,4.3,mb,,98,4.049,1.09,us,us200066ie,2016-08-27T02:15:31.040Z,"48km NW of Ak-Dovurak, Russia",earthquake,8.6,5.2,0.138,15,reviewed,us,us
2016-05-22T09:08:06.020Z,41.6231,120.0612,16.71,4.8,mb,,29,3.361,0.96,us,us10005j7h,2016-08-03T22:33:41.040Z,"33km W of Chaoyang, China",earthquake,6.8,3.6,0.061,83,reviewed,us,us
2016-05-20T05:22:25.200Z,43.1682,88.4902,10,4.6,mb,,66,5.698,0.72,us,us10005iqn,2016-08-03T22:33:38.040Z,"60km WNW of Turpan, China",earthquake,9.8,1.9,0.105,27,reviewed,us,us
2016-04-15T15:21:24.860Z,51.3215,90.0108,10,4.8,mb,,86,4.113,0.83,us,us20005ihw,2016-06-27T23:01:38.040Z,"35km NNW of Teeli, Russia",earthquake,5.1,1.9,0.105,28,reviewed,us,us
2016-03-29T14:57:12.100Z,41.3707,89.3864,21.06,4.8,mb,,53,7.446,0.68,us,us20005d5c,2016-06-10T23:32:56.040Z,"174km S of Turpan, China",earthquake,8.3,4.4,0.045,151,reviewed,us,us
2016-03-23T03:58:44.630Z,49.8276,98.2585,16.18,4.2,mb,,148,5.73,0.43,us,us20005dbu,2016-06-09T21:41:57.040Z,"39km W of Sharga, Mongolia",earthquake,6.6,6.3,0.264,4,reviewed,us,us
2016-02-26T16:32:22.390Z,49.9879,91.5876,16.79,4.4,mb,,138,5.763,0.72,us,us10004sxy,2016-05-06T23:34:14.040Z,"13km SSW of Havtsal, Mongolia",earthquake,7.7,5.6,0.106,26,reviewed,us,us
2015-12-23T19:47:07.240Z,43.8947,87.6872,10,4.8,mb,,51,4.782,0.75,us,us1000493w,2016-03-12T02:29:23.040Z,"8km WNW of Lucaogou, China",earthquake,7.7,1.8,0.055,104,reviewed,us,us
2015-12-10T14:48:06.380Z,44.6295,100.48,17.55,4.5,mb,,75,5.206,0.88,us,us20004g4x,2016-03-05T01:42:01.040Z,"13km SSE of Orgon, Mongolia",earthquake,7.2,5.4,0.15,13,reviewed,us,us
2015-11-29T06:36:30.650Z,50.0601,98.0845,10,4.2,mb,,142,3.877,0.97,us,us100042z5,2016-02-25T22:33:00.040Z,"58km WNW of Sharga, Mongolia",earthquake,5.9,1.9,0.2,9,reviewed,us,us
2015-10-31T11:23:22.230Z,43.4918,89.087,22.33,4.5,mb,,109,5.83,0.71,us,us2000412a,2016-01-30T02:10:59.040Z,"62km N of Turpan, China",earthquake,8.9,5.8,0.124,19,reviewed,us,us
